comparison;n;shapiro_W;shapiro_p;normal_at_0.05
VSUP - ScaledGlyph;12;0.6866188049316406;0.0006281944224610925;False
VSUP - IsoGlyph;12;0.627769947052002;0.00018467314657755196;False
ScaledGlyph - IsoGlyph;12;0.6877449750900269;0.0006437652045860887;False
