participantId;visualization;mean_abs_error;median_abs_error;mean_normalized_abs_error;median_normalized_abs_error;mean_duration_ms;n_tasks;exact_rate
4d19396b-7d8d-4d99-8da7-ded7bf2ae5ef;IsoGlyph;0.527507733391323;1.5466782354799997e-05;0.10661997723902637;0.0007293701703797851;20252.5;4;0.75
4d19396b-7d8d-4d99-8da7-ded7bf2ae5ef;ScaledGlyph;20.770000539048894;1.0780969167999986e-06;0.011488526271590629;0.008729251516749031;22607.0;4;0.5
4d19396b-7d8d-4d99-8da7-ded7bf2ae5ef;VSUP;21.925000910892326;1.8217861079499993e-06;0.01683615969122163;0.008581679346176648;11801.0;4;0.5
69febfea-93f2-4aee-8411-6778d021f078;IsoGlyph;86.23250688564912;5.710013727219127;0.11171265488059512;0.03374467802022291;18598.0;4;0.5
69febfea-93f2-4aee-8411-6778d021f078;ScaledGlyph;75.89750453641354;75.4650071229215;0.07733306590736114;0.04179213395013426;16844.0;4;0.0
69febfea-93f2-4aee-8411-6778d021f078;VSUP;68.28750151786265;4.500002019195;0.03426768036959083;0.03984326812381605;16513.0;4;0.25
ee65e316-170a-44d6-9f78-450e8ec54ccf;IsoGlyph;96.34250072720218;9.280001034425835;0.028866692087077293;0.02003244030538873;20008.5;4;0.25
ee65e316-170a-44d6-9f78-450e8ec54ccf;ScaledGlyph;32.592501146016716;21.335001674534126;0.022161892834843395;0.017084954502439277;18556.5;4;0.25
ee65e316-170a-44d6-9f78-450e8ec54ccf;VSUP;97.66000118065926;4.500001858885;0.03537020541945162;0.0325239001792908;23192.0;4;0.25
