comparison;n;shapiro_W;shapiro_p;normal_at_0.05
VSUP - ScaledGlyph;3;0.9984809264238077;0.9255438119312516;True
VSUP - IsoGlyph;3;0.9283966265181832;0.4826402318832288;True
ScaledGlyph - IsoGlyph;3;0.9152420816692808;0.4358084241431891;True
