comparison;n;shapiro_W;shapiro_p;normal_at_0.05
VSUP - ScaledGlyph;3;0.8389793358986353;0.21140552774199128;True
VSUP - IsoGlyph;3;0.9998561022581308;0.9770892775941569;True
ScaledGlyph - IsoGlyph;3;0.975949594907977;0.7026150677187408;True
