latitude,longitude,mean_precipitation,uncertainty_std
-88.57216851400727,268.125,1.3025837e-06,5.606733e-07
-88.57216851400727,270.0,1.3007764e-06,5.562323e-07
-88.57216851400727,271.875,1.2966287e-06,5.5184444e-07
-88.57216851400727,273.75,1.2927641e-06,5.4841786e-07
-88.57216851400727,275.625,1.2920984e-06,5.469158e-07
-88.57216851400727,277.5,1.289571e-06,5.462021e-07
-88.57216851400727,279.375,1.2869433e-06,5.447333e-07
-88.57216851400727,281.25,1.2834047e-06,5.4081164e-07
-88.57216851400727,283.125,1.2794178e-06,5.3817473e-07
-88.57216851400727,285.0,1.2772913e-06,5.3538497e-07
-88.57216851400727,286.875,1.2735704e-06,5.293999e-07
-88.57216851400727,288.75,1.2713779e-06,5.291661e-07
-88.57216851400727,290.625,1.2678493e-06,5.254148e-07
-88.57216851400727,292.5,1.2677256e-06,5.264585e-07
-88.57216851400727,294.375,1.2663706e-06,5.266384e-07
-88.57216851400727,296.25,1.2665498e-06,5.265184e-07
-88.57216851400727,298.125,1.2666867e-06,5.2623466e-07
-88.57216851400727,300.0,1.2665121e-06,5.2632873e-07
-88.57216851400727,301.875,1.2648691e-06,5.239289e-07
-88.57216851400727,303.75,1.2645927e-06,5.2278926e-07
-88.57216851400727,305.625,1.265563e-06,5.2404283e-07
-88.57216851400727,307.5,1.2663597e-06,5.2430613e-07
-88.57216851400727,309.375,1.2698138e-06,5.292078e-07
-88.57216851400727,311.25,1.2694669e-06,5.2826323e-07
-88.57216851400727,313.125,1.2702701e-06,5.29004e-07
-88.57216851400727,315.0,1.2714048e-06,5.297015e-07
-88.57216851400727,316.875,1.2727563e-06,5.309682e-07
-88.57216851400727,318.75,1.2727106e-06,5.3161716e-07
-88.57216851400727,320.625,1.2736662e-06,5.3117725e-07
-88.57216851400727,322.5,1.2748643e-06,5.320015e-07
-88.57216851400727,324.375,1.275766e-06,5.3339e-07
-88.57216851400727,326.25,1.2771619e-06,5.3524536e-07
-88.57216851400727,328.125,1.2789933e-06,5.3643345e-07
-88.57216851400727,330.0,1.2806039e-06,5.372529e-07
-88.57216851400727,331.875,1.2833926e-06,5.39893e-07
-88.57216851400727,333.75,1.2852572e-06,5.406396e-07
-88.57216851400727,335.625,1.2882791e-06,5.421692e-07
-88.57216851400727,337.5,1.2913322e-06,5.435378e-07
-88.57216851400727,339.375,1.2944786e-06,5.443129e-07
-88.57216851400727,341.25,1.2974679e-06,5.468644e-07
-88.57216851400727,343.125,1.3032944e-06,5.524739e-07
-88.57216851400727,345.0,1.3068611e-06,5.560016e-07
-88.57216851400727,346.875,1.3104781e-06,5.587963e-07
-88.57216851400727,348.75,1.3178608e-06,5.6564687e-07
-88.57216851400727,350.625,1.3243822e-06,5.7033645e-07
-88.57216851400727,352.5,1.3302252e-06,5.771262e-07
-88.57216851400727,354.375,1.335433e-06,5.807357e-07
-88.57216851400727,356.25,1.3418512e-06,5.8344e-07
-88.57216851400727,358.125,1.3499483e-06,5.88867e-07
-86.72253095466814,0.0,1.5547516e-06,9.425316e-07
-86.72253095466814,1.875,1.5997736e-06,9.464317e-07
-86.72253095466814,3.75,1.6256355e-06,9.870859e-07
-86.72253095466814,5.625,1.6547488e-06,9.532255e-07
-86.72253095466814,7.5,1.6769399e-06,9.556005e-07
-86.72253095466814,9.375,1.7332096e-06,1.0289184e-06
-86.72253095466814,11.25,1.7506047e-06,1.0148622e-06
-86.72253095466814,13.125,1.764361e-06,1.0009803e-06
-86.72253095466814,15.0,1.7721583e-06,9.681804e-07
-86.72253095466814,16.875,1.7611736e-06,9.877629e-07
-86.72253095466814,18.75,1.7948306e-06,9.984634e-07
-86.72253095466814,20.625,1.7863732e-06,9.766345e-07
-86.72253095466814,22.5,1.7787104e-06,1.010018e-06
-86.72253095466814,24.375,1.7817788e-06,9.883439e-07
-86.72253095466814,26.25,1.7373163e-06,9.390803e-07
-86.72253095466814,28.125,1.7436911e-06,9.015051e-07
-86.72253095466814,30.0,1.7542175e-06,9.3915526e-07
-86.72253095466814,31.875,1.7530531e-06,9.389037e-07
-86.72253095466814,33.75,1.7261596e-06,8.826058e-07
-86.72253095466814,35.625,1.7116108e-06,8.848028e-07
-86.72253095466814,37.5,1.6956432e-06,8.9017686e-07
-86.72253095466814,39.375,1.6589506e-06,8.4991655e-07
-86.72253095466814,41.25,1.614445e-06,8.1483955e-07
-86.72253095466814,43.125,1.5709472e-06,8.1122556e-07
