latitude,longitude,mean_temperature,uncertainty_std
-86.72253095466814,298.125,-29.041698,1.9882342
-86.72253095466814,300.0,-29.075195,1.9982405
-86.72253095466814,301.875,-29.120039,2.0143728
-86.72253095466814,303.75,-29.20752,2.0097175
-86.72253095466814,305.625,-29.308966,2.0268295
-86.72253095466814,307.5,-29.421524,2.038838
-86.72253095466814,309.375,-29.575098,2.0677066
-86.72253095466814,311.25,-29.749317,2.0821419
-86.72253095466814,313.125,-29.93877,2.0961857
-86.72253095466814,315.0,-30.1408,2.1111896
-86.72253095466814,316.875,-30.364452,2.1214726
-86.72253095466814,318.75,-30.612051,2.1369696
-86.72253095466814,320.625,-30.855371,2.1492784
-86.72253095466814,322.5,-31.119238,2.1624875
-86.72253095466814,324.375,-31.403301,2.1716933
-86.72253095466814,326.25,-31.692461,2.1890073
-86.72253095466814,328.125,-31.979864,2.2088313
-86.72253095466814,330.0,-32.265297,2.229508
-86.72253095466814,331.875,-32.545197,2.2562857
-86.72253095466814,333.75,-32.809143,2.2789752
-86.72253095466814,335.625,-33.099903,2.2937317
-86.72253095466814,337.5,-33.38051,2.3235207
-86.72253095466814,339.375,-33.619045,2.3484874
-86.72253095466814,341.25,-33.85016,2.3827198
-86.72253095466814,343.125,-34.073654,2.3909547
-86.72253095466814,345.0,-34.28846,2.4120615
-86.72253095466814,346.875,-34.487522,2.449664
-86.72253095466814,348.75,-34.651585,2.4653683
-86.72253095466814,350.625,-34.820274,2.486106
-86.72253095466814,352.5,-34.96416,2.5087812
-86.72253095466814,354.375,-35.10133,2.5431993
-86.72253095466814,356.25,-35.21858,2.5783129
-86.72253095466814,358.125,-35.32229,2.5681298
-84.86197029204237,0.0,-34.21588,2.6385124
-84.86197029204237,1.875,-34.286545,2.6675198
-84.86197029204237,3.75,-34.330883,2.6552548
-84.86197029204237,5.625,-34.410355,2.66748
-84.86197029204237,7.5,-34.46647,2.6840413
-84.86197029204237,9.375,-34.4768,2.7187757
-84.86197029204237,11.25,-34.501095,2.7139728
-84.86197029204237,13.125,-34.507072,2.707165
-84.86197029204237,15.0,-34.554516,2.7227895
-84.86197029204237,16.875,-34.57723,2.7073605
-84.86197029204237,18.75,-34.600315,2.7120042
-84.86197029204237,20.625,-34.665375,2.7040083
-84.86197029204237,22.5,-34.733635,2.669874
-84.86197029204237,24.375,-34.785275,2.644568
-84.86197029204237,26.25,-34.921154,2.6517577
-84.86197029204237,28.125,-35.034653,2.6100612
-84.86197029204237,30.0,-35.194183,2.6188354
-84.86197029204237,31.875,-35.37346,2.6050055
-84.86197029204237,33.75,-35.572094,2.592686
-84.86197029204237,35.625,-35.819065,2.5566113
-84.86197029204237,37.5,-36.072403,2.5556893
-84.86197029204237,39.375,-36.339066,2.528433
-84.86197029204237,41.25,-36.592052,2.5382254
-84.86197029204237,43.125,-36.89881,2.513541
-84.86197029204237,45.0,-37.209496,2.4996822
-84.86197029204237,46.875,-37.51727,2.507428
-84.86197029204237,48.75,-37.839005,2.4951177
-84.86197029204237,50.625,-38.139454,2.4973104
-84.86197029204237,52.5,-38.44084,2.502339
-84.86197029204237,54.375,-38.71635,2.514571
-84.86197029204237,56.25,-39.002228,2.4985824
-84.86197029204237,58.125,-39.24772,2.4805326
-84.86197029204237,60.0,-39.471584,2.4696407
-84.86197029204237,61.875,-39.632423,2.4834442
-84.86197029204237,63.75,-39.76272,2.4618542
-84.86197029204237,65.625,-39.86803,2.4597416
-84.86197029204237,67.5,-39.929867,2.4399726
-84.86197029204237,69.375,-39.93393,2.4271035
-84.86197029204237,71.25,-39.935375,2.3948376
-84.86197029204237,73.125,-39.896877,2.3712494
-84.86197029204237,75.0,-39.794125,2.3771238
