latitude,longitude,mean_air_pressure,uncertainty_std
-43.83345857895126,187.5,101769.83,330.7667
-43.83345857895126,189.375,101782.35,329.88983
-43.83345857895126,191.25,101808.08,327.18173
-43.83345857895126,193.125,101825.72,321.96902
-43.83345857895126,195.0,101829.38,316.6646
-43.83345857895126,196.875,101834.56,312.7922
-43.83345857895126,198.75,101847.18,309.1524
-43.83345857895126,200.625,101852.81,304.6109
-43.83345857895126,202.5,101843.8,300.5343
-43.83345857895126,204.375,101833.98,298.27505
-43.83345857895126,206.25,101837.16,296.86368
-43.83345857895126,208.125,101844.44,295.03552
-43.83345857895126,210.0,101841.52,293.68655
-43.83345857895126,211.875,101834.99,294.04086
-43.83345857895126,213.75,101837.97,294.5909
-43.83345857895126,215.625,101844.65,292.88547
-43.83345857895126,217.5,101843.3,289.4958
-43.83345857895126,219.375,101835.26,287.10645
-43.83345857895126,221.25,101833.64,286.63696
-43.83345857895126,223.125,101839.81,286.67285
-43.83345857895126,225.0,101840.4,286.64154
-43.83345857895126,226.875,101836.52,287.82587
-43.83345857895126,228.75,101837.76,290.8844
-43.83345857895126,230.625,101843.5,294.26318
-43.83345857895126,232.5,101839.73,296.43228
-43.83345857895126,234.375,101826.94,298.36163
-43.83345857895126,236.25,101822.22,301.61423
-43.83345857895126,238.125,101832.75,305.6744
-43.83345857895126,240.0,101841.55,308.92105
-43.83345857895126,241.875,101834.8,311.53076
-43.83345857895126,243.75,101822.0,314.84323
-43.83345857895126,245.625,101822.49,318.3409
-43.83345857895126,247.5,101830.7,319.60092
-43.83345857895126,249.375,101834.86,317.9199
-43.83345857895126,251.25,101833.91,315.18027
-43.83345857895126,253.125,101836.99,312.3897
-43.83345857895126,255.0,101844.82,308.3007
-43.83345857895126,256.875,101846.51,301.89072
-43.83345857895126,258.75,101837.34,294.23773
-43.83345857895126,260.625,101824.28,287.21335
-43.83345857895126,262.5,101817.71,281.59674
-43.83345857895126,264.375,101823.51,276.65845
-43.83345857895126,266.25,101831.68,271.10178
-43.83345857895126,268.125,101830.26,264.8053
-43.83345857895126,270.0,101814.29,258.84546
-43.83345857895126,271.875,101792.5,253.39844
-43.83345857895126,273.75,101780.2,247.03049
-43.83345857895126,275.625,101778.58,239.07433
-43.83345857895126,277.5,101772.4,230.95619
-43.83345857895126,279.375,101747.44,221.64343
-43.83345857895126,281.25,101703.42,205.66936
-43.83345857895126,283.125,101663.98,180.05386
-43.83345857895126,285.0,101627.06,154.0291
-43.83345857895126,286.875,101587.42,131.74135
-43.83345857895126,288.75,101457.36,116.01797
-43.83345857895126,290.625,101214.67,132.81065
-43.83345857895126,292.5,101089.4,152.8195
-43.83345857895126,294.375,101051.47,168.60333
-43.83345857895126,296.25,101068.69,181.11284
-43.83345857895126,298.125,101093.77,194.26302
-43.83345857895126,300.0,101121.32,205.36351
-43.83345857895126,301.875,101148.92,212.70255
-43.83345857895126,303.75,101179.85,219.43933
-43.83345857895126,305.625,101217.77,227.99658
-43.83345857895126,307.5,101259.94,235.67499
-43.83345857895126,309.375,101302.04,239.14511
-43.83345857895126,311.25,101338.44,240.02968
-43.83345857895126,313.125,101369.52,242.67067
-43.83345857895126,315.0,101397.62,248.71175
-43.83345857895126,316.875,101424.02,255.79478
-43.83345857895126,318.75,101449.44,261.62192
-43.83345857895126,320.625,101476.81,266.3819
-43.83345857895126,322.5,101510.18,271.42255
-43.83345857895126,324.375,101538.74,277.4287
-43.83345857895126,326.25,101554.69,284.0258
-43.83345857895126,328.125,101564.63,290.90118
-43.83345857895126,330.0,101585.92,298.31125
-43.83345857895126,331.875,101615.85,306.23602
-43.83345857895126,333.75,101633.72,313.65158
-43.83345857895126,335.625,101635.2,319.73517
-43.83345857895126,337.5,101639.79,324.96054
-43.83345857895126,339.375,101661.5,330.17215
-43.83345857895126,341.25,101683.81,335.0954
-43.83345857895126,343.125,101688.74,338.68634
-43.83345857895126,345.0,101681.18,340.49356
-43.83345857895126,346.875,101683.73,340.78897
-43.83345857895126,348.75,101701.55,339.56427
-43.83345857895126,350.625,101714.58,336.49905
-43.83345857895126,352.5,101711.07,331.534
-43.83345857895126,354.375,101696.96,325.06952
-43.83345857895126,356.25,101686.18,317.63248
-43.83345857895126,358.125,101686.15,309.31226
-41.96822026907538,0.0,101882.48,267.04745
-41.96822026907538,1.875,101873.38,256.90314
-41.96822026907538,3.75,101862.78,244.52184
-41.96822026907538,5.625,101852.08,230.9226
-41.96822026907538,7.5,101835.9,217.55836
-41.96822026907538,9.375,101811.14,205.11017
-41.96822026907538,11.25,101779.04,193.98
-41.96822026907538,13.125,101752.91,184.72339
-41.96822026907538,15.0,101739.01,177.31563
-41.96822026907538,16.875,101727.9,171.10216
-41.96822026907538,18.75,101704.45,165.84222
-41.96822026907538,20.625,101671.76,161.8475
-41.96822026907538,22.5,101643.0,158.96738
-41.96822026907538,24.375,101631.56,156.33318
-41.96822026907538,26.25,101636.98,153.35455
-41.96822026907538,28.125,101651.39,150.67549
-41.96822026907538,30.0,101661.06,149.49042
-41.96822026907538,31.875,101662.22,150.53642
-41.96822026907538,33.75,101657.68,153.64317
-41.96822026907538,35.625,101660.16,158.14084
-41.96822026907538,37.5,101676.49,163.36029
-41.96822026907538,39.375,101710.02,168.7406
-41.96822026907538,41.25,101751.0,173.85547
-41.96822026907538,43.125,101788.8,178.51927
-41.96822026907538,45.0,101814.58,182.59068
-41.96822026907538,46.875,101833.55,185.73166
-41.96822026907538,48.75,101853.13,187.93727
-41.96822026907538,50.625,101880.9,189.80196
-41.96822026907538,52.5,101914.06,192.13336
-41.96822026907538,54.375,101944.53,195.24768
-41.96822026907538,56.25,101967.18,198.79239
-41.96822026907538,58.125,101985.54,202.12965
-41.96822026907538,60.0,102003.5,204.99335
-41.96822026907538,61.875,102019.0,207.5811
-41.96822026907538,63.75,102026.13,210.30574
-41.96822026907538,65.625,102032.2,213.2789
-41.96822026907538,67.5,102045.64,216.6781
-41.96822026907538,69.375,102062.76,221.02565
-41.96822026907538,71.25,102073.87,226.57755
-41.96822026907538,73.125,102079.95,232.945
-41.96822026907538,75.0,102085.6,239.47719
-41.96822026907538,76.875,102093.51,245.91197
-41.96822026907538,78.75,102097.3,252.19043
-41.96822026907538,80.625,102094.61,257.89087
-41.96822026907538,82.5,102089.32,262.31775
-41.96822026907538,84.375,102078.22,265.39874
-41.96822026907538,86.25,102060.86,267.71677
-41.96822026907538,88.125,102038.42,269.6701
-41.96822026907538,90.0,102012.2,270.9088
-41.96822026907538,91.875,101985.8,270.77203
-41.96822026907538,93.75,101958.47,269.0618
-41.96822026907538,95.625,101933.24,266.0271
-41.96822026907538,97.5,101913.02,261.96542
-41.96822026907538,99.375,101890.53,256.92245
-41.96822026907538,101.25,101862.08,251.08539
-41.96822026907538,103.125,101829.54,244.5835
-41.96822026907538,105.0,101803.56,237.4942
-41.96822026907538,106.875,101779.28,230.03271
-41.96822026907538,108.75,101751.16,222.80104
-41.96822026907538,110.625,101717.14,216.29082
-41.96822026907538,112.5,101687.98,210.33458
-41.96822026907538,114.375,101667.04,204.64058
-41.96822026907538,116.25,101648.18,199.34595
-41.96822026907538,118.125,101625.04,194.79753
-41.96822026907538,120.0,101601.94,190.98547
-41.96822026907538,121.875,101584.37,187.48354
-41.96822026907538,123.75,101572.16,184.10658
-41.96822026907538,125.625,101565.86,181.03467
-41.96822026907538,127.5,101565.42,178.43973
-41.96822026907538,129.375,101568.2,176.01707
-41.96822026907538,131.25,101568.95,173.30588
-41.96822026907538,133.125,101567.27,170.30254
-41.96822026907538,135.0,101562.08,167.43742
-41.96822026907538,136.875,101551.4,164.67897
-41.96822026907538,138.75,101529.36,160.8954
-41.96822026907538,140.625,101505.28,155.53928
-41.96822026907538,142.5,101486.92,150.33672
-41.96822026907538,144.375,101475.9,148.63911
-41.96822026907538,146.25,101468.56,154.37498
-41.96822026907538,148.125,101470.23,167.00027
-41.96822026907538,150.0,101486.14,181.58998
-41.96822026907538,151.875,101519.06,195.0457
-41.96822026907538,153.75,101561.22,207.82541
-41.96822026907538,155.625,101606.47,219.94138
-41.96822026907538,157.5,101646.12,230.65251
-41.96822026907538,159.375,101675.48,240.3062
-41.96822026907538,161.25,101688.86,250.1855
-41.96822026907538,163.125,101695.9,260.6393
-41.96822026907538,165.0,101715.32,270.1818
-41.96822026907538,166.875,101743.46,277.42325
-41.96822026907538,168.75,101759.66,282.3597
-41.96822026907538,170.625,101750.46,286.5967
-41.96822026907538,172.5,101736.4,291.38083
-41.96822026907538,174.375,101745.09,296.14258
-41.96822026907538,176.25,101769.18,301.04883
-41.96822026907538,178.125,101779.91,305.0404
-41.96822026907538,180.0,101784.18,308.3065
-41.96822026907538,181.875,101806.36,309.6769
-41.96822026907538,183.75,101842.6,307.8067
-41.96822026907538,185.625,101860.12,303.25485
-41.96822026907538,187.5,101856.58,298.02222
-41.96822026907538,189.375,101864.46,292.94635
-41.96822026907538,191.25,101894.71,286.88913
-41.96822026907538,193.125,101919.62,279.27704
-41.96822026907538,195.0,101918.38,271.68945
-41.96822026907538,196.875,101911.72,265.69055
-41.96822026907538,198.75,101921.56,260.7648
-41.96822026907538,200.625,101940.38,255.86067
-41.96822026907538,202.5,101946.2,251.9497
-41.96822026907538,204.375,101943.04,250.33192
-41.96822026907538,206.25,101949.49,250.12865
-41.96822026907538,208.125,101960.29,249.5957
-41.96822026907538,210.0,101960.58,249.06328
-41.96822026907538,211.875,101953.69,249.66884
-41.96822026907538,213.75,101956.8,250.5579
-41.96822026907538,215.625,101970.76,249.92667
-41.96822026907538,217.5,101979.44,248.36934
-41.96822026907538,219.375,101979.88,247.9767
-41.96822026907538,221.25,101990.47,249.0836
-41.96822026907538,223.125,102007.11,250.2487
-41.96822026907538,225.0,102009.97,251.38924
-41.96822026907538,226.875,101996.57,253.98221
-41.96822026907538,228.75,101990.2,258.22452
-41.96822026907538,230.625,102002.64,262.272
-41.96822026907538,232.5,102017.48,265.02753
-41.96822026907538,234.375,102019.02,267.8989
-41.96822026907538,236.25,102019.44,272.09216
-41.96822026907538,238.125,102029.42,276.67462
-41.96822026907538,240.0,102037.22,280.33817
-41.96822026907538,241.875,102031.84,283.84457
-41.96822026907538,243.75,102028.32,288.0628
-41.96822026907538,245.625,102037.99,291.32175
-41.96822026907538,247.5,102049.1,291.61624
-41.96822026907538,249.375,102048.12,289.94778
-41.96822026907538,251.25,102042.58,288.29788
-41.96822026907538,253.125,102045.52,285.78287
-41.96822026907538,255.0,102053.2,280.52805
-41.96822026907538,256.875,102059.11,273.33554
-41.96822026907538,258.75,102062.61,266.55493
-41.96822026907538,260.625,102060.55,260.80017
-41.96822026907538,262.5,102051.2,255.2142
-41.96822026907538,264.375,102039.66,249.36441
-41.96822026907538,266.25,102042.08,243.10013
-41.96822026907538,268.125,102053.86,236.43895
-41.96822026907538,270.0,102053.66,230.30193
-41.96822026907538,271.875,102029.54,224.73228
-41.96822026907538,273.75,101989.07,217.8859
-41.96822026907538,275.625,101951.13,208.04109
-41.96822026907538,277.5,101922.89,197.59776
-41.96822026907538,279.375,101892.38,187.59196
-41.96822026907538,281.25,101842.31,172.26013
-41.96822026907538,283.125,101773.0,146.34583
-41.96822026907538,285.0,101696.1,120.25564
-41.96822026907538,286.875,101624.74,102.91588
-41.96822026907538,288.75,101482.72,93.83374
-41.96822026907538,290.625,101253.14,125.46423
-41.96822026907538,292.5,101123.38,134.5572
-41.96822026907538,294.375,101063.28,156.95813
-41.96822026907538,296.25,101082.26,169.19568
-41.96822026907538,298.125,101115.14,179.71426
-41.96822026907538,300.0,101148.24,187.96127
-41.96822026907538,301.875,101176.88,192.51222
-41.96822026907538,303.75,101209.32,196.62062
-41.96822026907538,305.625,101258.92,203.27899
-41.96822026907538,307.5,101325.74,209.50188
-41.96822026907538,309.375,101389.68,211.73401
-41.96822026907538,311.25,101435.9,212.21594
-41.96822026907538,313.125,101464.29,214.83263
-41.96822026907538,315.0,101490.44,219.90717
-41.96822026907538,316.875,101526.52,225.38692
-41.96822026907538,318.75,101564.36,230.26805
-41.96822026907538,320.625,101594.72,235.02611
-41.96822026907538,322.5,101623.86,240.37866
-41.96822026907538,324.375,101655.43,246.47226
-41.96822026907538,326.25,101681.22,252.5781
-41.96822026907538,328.125,101702.64,258.2343
-41.96822026907538,330.0,101730.42,264.2909
-41.96822026907538,331.875,101764.53,271.6414
-41.96822026907538,333.75,101788.22,279.39325
-41.96822026907538,335.625,101797.08,285.98422
-41.96822026907538,337.5,101813.54,291.4801
-41.96822026907538,339.375,101844.8,296.975
-41.96822026907538,341.25,101866.32,302.3413
-41.96822026907538,343.125,101868.54,306.01862
-41.96822026907538,345.0,101871.6,307.1806
-41.96822026907538,346.875,101891.12,306.34238
-41.96822026907538,348.75,101913.02,304.2217
-41.96822026907538,350.625,101915.22,300.93402
-41.96822026907538,352.5,101901.42,296.29535
-41.96822026907538,354.375,101890.32,290.30722
-41.96822026907538,356.25,101888.73,283.19302
-41.96822026907538,358.125,101887.55,275.45767
-40.1029793042494,0.0,102027.36,233.69699
-40.1029793042494,1.875,102003.24,224.0083
-40.1029793042494,3.75,101985.26,212.11174
-40.1029793042494,5.625,101959.08,199.40182
-40.1029793042494,7.5,101919.75,187.27032
-40.1029793042494,9.375,101873.94,175.86827
-40.1029793042494,11.25,101836.26,165.5103
-40.1029793042494,13.125,101810.82,157.42969
-40.1029793042494,15.0,101786.26,152.10338
-40.1029793042494,16.875,101750.98,148.40958
-40.1029793042494,18.75,101706.45,145.3583
-40.1029793042494,20.625,101671.5,143.11272
-40.1029793042494,22.5,101659.36,141.73282
-40.1029793042494,24.375,101665.74,140.26602
-40.1029793042494,26.25,101674.4,137.66962
-40.1029793042494,28.125,101675.44,134.26057
-40.1029793042494,30.0,101668.79,131.5027
-40.1029793042494,31.875,101669.76,130.78229
-40.1029793042494,33.75,101691.7,132.53484
-40.1029793042494,35.625,101735.0,136.47171
-40.1029793042494,37.5,101784.61,142.02238
-40.1029793042494,39.375,101820.8,148.40497
-40.1029793042494,41.25,101830.98,154.74411
-40.1029793042494,43.125,101827.43,160.51535
-40.1029793042494,45.0,101835.36,165.63596
-40.1029793042494,46.875,101869.42,170.03577
-40.1029793042494,48.75,101917.47,173.49057
-40.1029793042494,50.625,101961.85,176.01773
-40.1029793042494,52.5,101992.11,178.17651
-40.1029793042494,54.375,102013.2,180.83446
-40.1029793042494,56.25,102034.64,184.16602
-40.1029793042494,58.125,102059.9,187.19626
-40.1029793042494,60.0,102094.02,189.01971
-40.1029793042494,61.875,102130.06,189.87955
-40.1029793042494,63.75,102162.52,190.5601
-40.1029793042494,65.625,102189.54,191.42091
-40.1029793042494,67.5,102214.24,192.81265
-40.1029793042494,69.375,102234.17,195.51974
-40.1029793042494,71.25,102245.62,199.91953
-40.1029793042494,73.125,102253.06,205.4236
-40.1029793042494,75.0,102262.59,210.91653
-40.1029793042494,76.875,102266.87,215.79749
-40.1029793042494,78.75,102262.4,220.05774
-40.1029793042494,80.625,102250.58,223.67738
-40.1029793042494,82.5,102241.04,226.37953
-40.1029793042494,84.375,102229.96,228.15125
-40.1029793042494,86.25,102210.74,229.48529
-40.1029793042494,88.125,102189.34,230.73636
-40.1029793042494,90.0,102168.37,231.34554
-40.1029793042494,91.875,102143.67,230.67584
-40.1029793042494,93.75,102114.46,228.73286
-40.1029793042494,95.625,102085.33,225.84845
-40.1029793042494,97.5,102059.52,222.11743
-40.1029793042494,99.375,102032.1,217.54846
-40.1029793042494,101.25,102000.79,212.50417
-40.1029793042494,103.125,101967.92,207.29611
-40.1029793042494,105.0,101935.73,201.7855
-40.1029793042494,106.875,101898.77,195.88432
-40.1029793042494,108.75,101851.93,190.12715
-40.1029793042494,110.625,101802.72,185.26305
-40.1029793042494,112.5,101763.52,181.5142
-40.1029793042494,114.375,101734.36,178.58965
-40.1029793042494,116.25,101704.78,176.1403
-40.1029793042494,118.125,101673.97,173.8375
-40.1029793042494,120.0,101653.58,171.37875
-40.1029793042494,121.875,101646.37,169.01677
-40.1029793042494,123.75,101642.87,167.23271
-40.1029793042494,125.625,101637.66,165.72203
-40.1029793042494,127.5,101634.11,163.51146
-40.1029793042494,129.375,101635.06,160.38715
-40.1029793042494,131.25,101630.66,156.9926
-40.1029793042494,133.125,101614.78,153.72652
-40.1029793042494,135.0,101594.03,150.39795
-40.1029793042494,136.875,101577.15,146.62407
-40.1029793042494,138.75,101556.32,142.05518
-40.1029793042494,140.625,101520.8,136.76883
-40.1029793042494,142.5,101478.2,131.9308
-40.1029793042494,144.375,101445.86,130.39677
-40.1029793042494,146.25,101439.51,135.919
-40.1029793042494,148.125,101463.94,149.03642
-40.1029793042494,150.0,101505.74,164.37967
-40.1029793042494,151.875,101548.94,178.5052
-40.1029793042494,153.75,101591.85,191.98592
-40.1029793042494,155.625,101639.54,205.27959
-40.1029793042494,157.5,101691.09,217.86894
-40.1029793042494,159.375,101737.46,229.55164
-40.1029793042494,161.25,101763.14,240.86209
-40.1029793042494,163.125,101766.96,251.73596
-40.1029793042494,165.0,101766.18,261.33392
-40.1029793042494,166.875,101779.9,268.8081
-40.1029793042494,168.75,101792.03,273.45233
-40.1029793042494,170.625,101787.56,274.84
-40.1029793042494,172.5,101774.92,274.03006
-40.1029793042494,174.375,101782.09,275.3276
-40.1029793042494,176.25,101812.1,281.55157
-40.1029793042494,178.125,101830.98,289.27155
-40.1029793042494,180.0,101831.67,293.6932
-40.1029793042494,181.875,101843.18,293.6708
-40.1029793042494,183.75,101875.24,290.0372
-40.1029793042494,185.625,101900.98,283.7739
-40.1029793042494,187.5,101901.65,275.88547
-40.1029793042494,189.375,101899.0,267.51376
-40.1029793042494,191.25,101917.58,259.23947
-40.1029793042494,193.125,101938.96,250.74791
-40.1029793042494,195.0,101940.84,242.25761
-40.1029793042494,196.875,101937.44,234.88983
-40.1029793042494,198.75,101951.34,228.88846
-40.1029793042494,200.625,101978.11,223.48686
-40.1029793042494,202.5,101991.29,219.02731
-40.1029793042494,204.375,101993.39,216.80753
-40.1029793042494,206.25,102004.12,216.6896
-40.1029793042494,208.125,102022.27,216.93373
-40.1029793042494,210.0,102029.39,216.86815
-40.1029793042494,211.875,102025.71,217.24579
-40.1029793042494,213.75,102029.92,218.03047
-40.1029793042494,215.625,102044.5,218.23108
-40.1029793042494,217.5,102052.42,218.16966
-40.1029793042494,219.375,102047.07,219.02544
-40.1029793042494,221.25,102051.92,220.71033
-40.1029793042494,223.125,102073.48,222.21843
-40.1029793042494,225.0,102089.69,223.82503
-40.1029793042494,226.875,102087.43,226.61772
-40.1029793042494,228.75,102088.5,230.39552
-40.1029793042494,230.625,102111.17,233.74571
-40.1029793042494,232.5,102132.42,236.5283
-40.1029793042494,234.375,102134.88,239.97653
-40.1029793042494,236.25,102134.65,244.21295
-40.1029793042494,238.125,102147.31,248.05112
-40.1029793042494,240.0,102161.62,251.41484
-40.1029793042494,241.875,102165.54,255.5026
-40.1029793042494,243.75,102176.43,259.8856
-40.1029793042494,245.625,102196.31,262.28708
-40.1029793042494,247.5,102205.44,262.24762
-40.1029793042494,249.375,102200.36,261.89
-40.1029793042494,251.25,102198.98,261.5505
-40.1029793042494,253.125,102208.04,258.64914
-40.1029793042494,255.0,102205.36,252.46118
-40.1029793042494,256.875,102194.87,246.0999
-40.1029793042494,258.75,102203.62,241.61067
-40.1029793042494,260.625,102227.27,236.78363
-40.1029793042494,262.5,102229.57,229.5011
-40.1029793042494,264.375,102201.82,221.82413
-40.1029793042494,266.25,102174.84,215.84134
-40.1029793042494,268.125,102168.4,210.41057
-40.1029793042494,270.0,102166.2,204.16612
-40.1029793042494,271.875,102151.71,197.89407
-40.1029793042494,273.75,102124.22,190.56297
-40.1029793042494,275.625,102080.06,179.7074
-40.1029793042494,277.5,102024.31,167.24211
-40.1029793042494,279.375,101964.57,155.8025
-40.1029793042494,281.25,101896.97,140.65356
-40.1029793042494,283.125,101795.29,116.355316
-40.1029793042494,285.0,101675.2,94.553764
-40.1029793042494,286.875,101569.19,85.545204
-40.1029793042494,288.75,101409.34,87.727066
-40.1029793042494,290.625,101240.36,105.31174
-40.1029793042494,292.5,101038.78,128.80133
-40.1029793042494,294.375,100972.42,150.11671
-40.1029793042494,296.25,100999.04,160.12123
-40.1029793042494,298.125,101068.86,168.67146
-40.1029793042494,300.0,101144.15,175.25165
-40.1029793042494,301.875,101190.86,177.00015
-40.1029793042494,303.75,101223.26,176.96393
-40.1029793042494,305.625,101265.18,179.1339
-40.1029793042494,307.5,101330.73,181.83694
-40.1029793042494,309.375,101411.88,182.33755
-40.1029793042494,311.25,101479.81,183.08812
-40.1029793042494,313.125,101522.48,186.37274
-40.1029793042494,315.0,101558.04,190.65846
-40.1029793042494,316.875,101605.52,194.96611
-40.1029793042494,318.75,101650.51,200.09402
-40.1029793042494,320.625,101675.86,205.91478
-40.1029793042494,322.5,101697.74,211.57991
-40.1029793042494,324.375,101735.27,217.23354
-40.1029793042494,326.25,101777.84,222.95053
-40.1029793042494,328.125,101805.12,228.21657
-40.1029793042494,330.0,101829.56,233.5723
-40.1029793042494,331.875,101862.35,240.27298
-40.1029793042494,333.75,101894.17,247.87492
-40.1029793042494,335.625,101917.72,254.55592
-40.1029793042494,337.5,101943.47,260.00415
-40.1029793042494,339.375,101973.82,265.04547
-40.1029793042494,341.25,101992.5,269.28558
-40.1029793042494,343.125,102000.94,271.53326
-40.1029793042494,345.0,102022.81,271.69153
-40.1029793042494,346.875,102055.74,270.36758
-40.1029793042494,348.75,102071.64,267.65674
-40.1029793042494,350.625,102063.32,263.6724
-40.1029793042494,352.5,102058.26,259.1197
-40.1029793042494,354.375,102070.52,254.11067
-40.1029793042494,356.25,102076.46,248.21039
-40.1029793042494,358.125,102057.36,241.48096
-38.23773599056483,0.0,102089.21,201.75034
-38.23773599056483,1.875,102078.98,192.50594
-38.23773599056483,3.75,102058.94,182.02443
-38.23773599056483,5.625,102018.69,171.29048
-38.23773599056483,7.5,101968.02,160.82129
-38.23773599056483,9.375,101917.08,150.3808
-38.23773599056483,11.25,101867.58,141.11853
-38.23773599056483,13.125,101812.54,135.16321
-38.23773599056483,15.0,101744.73,132.40532
-38.23773599056483,16.875,101672.04,130.4906
-38.23773599056483,18.75,101611.45,128.47769
-38.23773599056483,20.625,101581.06,127.17407
-38.23773599056483,22.5,101572.68,126.98016
-38.23773599056483,24.375,101575.05,126.93057
-38.23773599056483,26.25,101583.63,125.6628
-38.23773599056483,28.125,101605.7,122.72381
-38.23773599056483,30.0,101640.11,118.856705
-38.23773599056483,31.875,101681.78,115.989876
-38.23773599056483,33.75,101722.37,115.936516
-38.23773599056483,35.625,101754.37,119.285446
-38.23773599056483,37.5,101780.91,125.308266
-38.23773599056483,39.375,101804.07,133.04529
-38.23773599056483,41.25,101825.16,141.60039
-38.23773599056483,43.125,101845.56,149.65585
-38.23773599056483,45.0,101873.72,156.21986
-38.23773599056483,46.875,101912.57,161.48045
-38.23773599056483,48.75,101951.46,166.04553
-38.23773599056483,50.625,101976.95,170.04742
-38.23773599056483,52.5,101994.74,173.37163
-38.23773599056483,54.375,102021.25,176.52644
-38.23773599056483,56.25,102058.87,179.64426
-38.23773599056483,58.125,102099.14,181.64374
-38.23773599056483,60.0,102138.87,181.84348
-38.23773599056483,61.875,102176.66,181.00049
-38.23773599056483,63.75,102212.87,179.96178
-38.23773599056483,65.625,102245.25,178.80577
-38.23773599056483,67.5,102271.46,177.79654
-38.23773599056483,69.375,102288.7,177.88219
-38.23773599056483,71.25,102296.2,179.7281
-38.23773599056483,73.125,102300.08,183.06972
-38.23773599056483,75.0,102307.49,186.94861
-38.23773599056483,76.875,102310.45,190.30246
-38.23773599056483,78.75,102304.0,192.6025
-38.23773599056483,80.625,102294.84,194.04666
-38.23773599056483,82.5,102291.92,195.13002
-38.23773599056483,84.375,102285.8,196.01736
-38.23773599056483,86.25,102272.71,196.7245
-38.23773599056483,88.125,102258.33,197.19453
-38.23773599056483,90.0,102248.51,196.94493
-38.23773599056483,91.875,102235.0,195.60165
-38.23773599056483,93.75,102212.7,193.52284
-38.23773599056483,95.625,102183.98,191.00075
-38.23773599056483,97.5,102151.46,187.7774
-38.23773599056483,99.375,102114.62,183.80727
-38.23773599056483,101.25,102070.48,179.74634
-38.23773599056483,103.125,102027.08,176.22098
-38.23773599056483,105.0,101985.04,172.88425
-38.23773599056483,106.875,101938.03,169.32854
-38.23773599056483,108.75,101884.68,165.81917
-38.23773599056483,110.625,101829.02,163.04842
-38.23773599056483,112.5,101776.56,161.35556
-38.23773599056483,114.375,101728.2,160.60243
-38.23773599056483,116.25,101683.1,160.59724
-38.23773599056483,118.125,101649.14,160.99504
-38.23773599056483,120.0,101636.08,161.02263
-38.23773599056483,121.875,101641.2,160.50537
-38.23773599056483,123.75,101644.84,160.19197
-38.23773599056483,125.625,101637.66,159.89984
-38.23773599056483,127.5,101629.28,158.06561
-38.23773599056483,129.375,101623.73,154.85402
-38.23773599056483,131.25,101611.3,151.97469
-38.23773599056483,133.125,101586.34,149.80936
-38.23773599056483,135.0,101553.72,146.74077
-38.23773599056483,136.875,101524.54,142.06453
-38.23773599056483,138.75,101487.24,136.65265
-38.23773599056483,140.625,101433.05,131.45778
-38.23773599056483,142.5,101377.8,127.38142
-38.23773599056483,144.375,101351.23,125.88487
-38.23773599056483,146.25,101369.25,129.6647
-38.23773599056483,148.125,101422.96,140.70955
-38.23773599056483,150.0,101485.96,154.94807
-38.23773599056483,151.875,101546.38,168.1467
-38.23773599056483,153.75,101605.11,180.86295
-38.23773599056483,155.625,101657.24,194.38438
-38.23773599056483,157.5,101695.92,208.39943
-38.23773599056483,159.375,101725.86,221.93694
-38.23773599056483,161.25,101755.18,234.46657
-38.23773599056483,163.125,101771.24,245.33958
-38.23773599056483,165.0,101769.64,254.38866
-38.23773599056483,166.875,101764.42,262.6067
-38.23773599056483,168.75,101773.07,269.2203
-38.23773599056483,170.625,101780.62,271.638
-38.23773599056483,172.5,101777.07,269.70847
-38.23773599056483,174.375,101780.02,267.8051
-38.23773599056483,176.25,101806.37,271.94815
-38.23773599056483,178.125,101837.32,279.90775
-38.23773599056483,180.0,101846.44,283.72333
-38.23773599056483,181.875,101849.12,281.68463
-38.23773599056483,183.75,101868.19,276.48624
-38.23773599056483,185.625,101895.06,269.79684
-38.23773599056483,187.5,101907.88,261.5516
-38.23773599056483,189.375,101908.29,252.46712
-38.23773599056483,191.25,101917.68,244.02802
-38.23773599056483,193.125,101938.66,235.9647
-38.23773599056483,195.0,101952.55,227.2227
-38.23773599056483,196.875,101959.48,218.79213
-38.23773599056483,198.75,101969.5,212.20816
-38.23773599056483,200.625,101980.62,207.11523
-38.23773599056483,202.5,101985.54,202.7216
-38.23773599056483,204.375,101983.24,199.50012
-38.23773599056483,206.25,101989.47,198.04813
-38.23773599056483,208.125,102009.65,197.49109
-38.23773599056483,210.0,102026.9,196.87424
-38.23773599056483,211.875,102035.44,196.5186
-38.23773599056483,213.75,102045.6,196.66551
-38.23773599056483,215.625,102068.84,197.00786
-38.23773599056483,217.5,102090.04,197.77771
-38.23773599056483,219.375,102092.85,199.40732
-38.23773599056483,221.25,102093.64,201.23962
-38.23773599056483,223.125,102114.88,202.555
-38.23773599056483,225.0,102142.87,203.90672
-38.23773599056483,226.875,102157.52,206.02226
-38.23773599056483,228.75,102167.06,208.31947
-38.23773599056483,230.625,102187.26,210.10611
-38.23773599056483,232.5,102201.84,211.98755
-38.23773599056483,234.375,102199.49,214.70805
-38.23773599056483,236.25,102203.13,217.72119
-38.23773599056483,238.125,102224.24,220.50917
-38.23773599056483,240.0,102241.54,223.99008
-38.23773599056483,241.875,102245.22,228.86157
-38.23773599056483,243.75,102253.9,233.46005
-38.23773599056483,245.625,102272.12,235.72762
